I0227 21:34:48.791453       1 filter_out_schedulable.go:65] Filtering out schedulables
I0227 21:35:18.879711       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:18.880653       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:18.881167       1 scale_up.go:437] No pod can fit to eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3
I0227 21:35:18.881197       1 scale_up.go:441] No expansion options
I0227 21:35:18.881687       1 static_autoscaler.go:449] Calculating unneeded nodes
I0227 21:35:18.883002       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-133.ap-northeast-2.compute.internal - no node group config
I0227 21:35:18.883986       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-200.ap-northeast-2.compute.internal - no node group config
I0227 21:35:18.884655       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-202-174.ap-northeast-2.compute.internal - no node group config
I0227 21:35:18.884675       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-39.ap-northeast-2.compute.internal - no node group config
I0227 21:35:18.884694       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-202-85.ap-northeast-2.compute.internal - no node group config
I0227 21:35:18.885035       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-168.ap-northeast-2.compute.internal - no node group config
I0227 21:35:18.885071       1 scale_down.go:423] Node ip-172-31-37-93.ap-northeast-2.compute.internal is not suitable for removal - cpu utilization too big (0.634715)
I0227 21:35:18.885753       1 static_autoscaler.go:503] Scale down status: unneededOnly=false lastScaleUpTime=2023-02-22 01:06:24.16122509 +0000 UTC m=+366486.053689406 lastScaleDownDeleteTime=2023-02-24 14:24:51.583444364 +0000 UTC m=+587193.475908686 lastScaleDownFailTime=2023-02-17 19:18:48.020441185 +0000 UTC m=+29.912905494 scaleDownForbidden=false isDeleteInProgress=false scaleDownInCooldown=false
I0227 21:35:18.885794       1 static_autoscaler.go:516] Starting scale down
I0227 21:35:18.886190       1 scale_down.go:868] No candidates for scale down
I0227 21:35:28.905165       1 static_autoscaler.go:229] Starting main loop
I0227 21:35:28.905743       1 filter_out_schedulable.go:65] Filtering out schedulables
I0227 21:35:28.905760       1 filter_out_schedulable.go:132] Filtered out 0 pods using hints
I0227 21:35:28.906690       1 filter_out_schedulable.go:170] 0 pods were kept as unschedulable based on caching
I0227 21:35:28.906698       1 filter_out_schedulable.go:171] 0 pods marked as unschedulable can be scheduled.
I0227 21:35:28.906707       1 filter_out_schedulable.go:82] No schedulable pods
I0227 21:35:28.906718       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-lxg57 is unschedulable
I0227 21:35:28.906722       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-zl8ch is unschedulable
I0227 21:35:28.906725       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-cdcg5 is unschedulable
I0227 21:35:28.906729       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-8zvx8 is unschedulable
I0227 21:35:28.906732       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-f7pns is unschedulable
I0227 21:35:28.906736       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-c4s2m is unschedulable
I0227 21:35:28.906797       1 scale_up.go:364] Upcoming 0 nodes
I0227 21:35:28.907558       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:28.907570       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:28.907579       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:28.907588       1 scale_up.go:288] Pod fluent-bit-8zvx8 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:28.907599       1 scale_up.go:288] Pod fluent-bit-f7pns can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:28.907615       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:28.907635       1 scale_up.go:437] No pod can fit to eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0
I0227 21:35:28.907661       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:28.907669       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:28.907676       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:28.907688       1 scale_up.go:288] Pod fluent-bit-8zvx8 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:28.907705       1 scale_up.go:288] Pod fluent-bit-f7pns can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:28.907785       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:28.907803       1 scale_up.go:437] No pod can fit to eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3
I0227 21:35:28.907818       1 scale_up.go:441] No expansion options
I0227 21:35:28.907877       1 static_autoscaler.go:449] Calculating unneeded nodes
I0227 21:35:28.907895       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-133.ap-northeast-2.compute.internal - no node group config
I0227 21:35:28.907907       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-200.ap-northeast-2.compute.internal - no node group config
I0227 21:35:28.907918       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-202-174.ap-northeast-2.compute.internal - no node group config
I0227 21:35:28.907931       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-39.ap-northeast-2.compute.internal - no node group config
I0227 21:35:28.907946       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-202-85.ap-northeast-2.compute.internal - no node group config
I0227 21:35:28.907957       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-168.ap-northeast-2.compute.internal - no node group config
I0227 21:35:28.907978       1 scale_down.go:423] Node ip-172-31-37-93.ap-northeast-2.compute.internal is not suitable for removal - cpu utilization too big (0.634715)
I0227 21:35:28.908014       1 static_autoscaler.go:503] Scale down status: unneededOnly=false lastScaleUpTime=2023-02-22 01:06:24.16122509 +0000 UTC m=+366486.053689406 lastScaleDownDeleteTime=2023-02-24 14:24:51.583444364 +0000 UTC m=+587193.475908686 lastScaleDownFailTime=2023-02-17 19:18:48.020441185 +0000 UTC m=+29.912905494 scaleDownForbidden=false isDeleteInProgress=false scaleDownInCooldown=false
I0227 21:35:28.908042       1 static_autoscaler.go:516] Starting scale down
I0227 21:35:28.908083       1 scale_down.go:868] No candidates for scale down
I0227 21:35:35.065020       1 reflector.go:530] k8s.io/client-go/informers/factory.go:134: Watch close - *v1.ReplicationController total 6 items received
I0227 21:35:38.926033       1 static_autoscaler.go:229] Starting main loop
I0227 21:35:38.927259       1 filter_out_schedulable.go:65] Filtering out schedulables
I0227 21:35:38.927278       1 filter_out_schedulable.go:132] Filtered out 0 pods using hints
I0227 21:35:38.928653       1 filter_out_schedulable.go:170] 0 pods were kept as unschedulable based on caching
I0227 21:35:38.928670       1 filter_out_schedulable.go:171] 0 pods marked as unschedulable can be scheduled.
I0227 21:35:38.928683       1 filter_out_schedulable.go:82] No schedulable pods
I0227 21:35:38.928698       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-8zvx8 is unschedulable
I0227 21:35:38.928704       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-f7pns is unschedulable
I0227 21:35:38.928710       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-c4s2m is unschedulable
I0227 21:35:38.928715       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-lxg57 is unschedulable
I0227 21:35:38.928720       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-zl8ch is unschedulable
I0227 21:35:38.928725       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-cdcg5 is unschedulable
I0227 21:35:38.928808       1 scale_up.go:364] Upcoming 0 nodes
I0227 21:35:38.929968       1 scale_up.go:288] Pod fluent-bit-f7pns can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:38.929989       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:38.930005       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:38.930021       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:38.930039       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:38.930054       1 scale_up.go:288] Pod fluent-bit-8zvx8 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:38.930085       1 scale_up.go:437] No pod can fit to eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0
I0227 21:35:38.930164       1 scale_up.go:288] Pod fluent-bit-f7pns can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:38.930179       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:38.930192       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:38.930206       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:38.930219       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:38.930232       1 scale_up.go:288] Pod fluent-bit-8zvx8 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:35:38.930259       1 scale_up.go:437] No pod can fit to eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3
I0227 21:35:38.930283       1 scale_up.go:441] No expansion options
I0227 21:35:38.930353       1 static_autoscaler.go:449] Calculating unneeded nodes
I0227 21:35:38.930379       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-202-85.ap-northeast-2.compute.internal - no node group config
I0227 21:35:38.930399       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-168.ap-northeast-2.compute.internal - no node group config
I0227 21:35:38.930410       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-133.ap-northeast-2.compute.internal - no node group config
I0227 21:35:38.930421       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-200.ap-northeast-2.compute.internal - no node group config
I0227 21:35:38.930431       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-202-174.ap-northeast-2.compute.internal - no node group config
I0227 21:35:38.930441       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-39.ap-northeast-2.compute.internal - no node group config
I0227 21:35:38.930462       1 scale_down.go:423] Node ip-172-31-37-93.ap-northeast-2.compute.internal is not suitable for removal - cpu utilization too big (0.634715)
I0227 21:35:38.930498       1 static_autoscaler.go:503] Scale down status: unneededOnly=false lastScaleUpTime=2023-02-22 01:06:24.16122509 +0000 UTC m=+366486.053689406 lastScaleDownDeleteTime=2023-02-24 14:24:51.583444364 +0000 UTC m=+587193.475908686 lastScaleDownFailTime=2023-02-17 19:18:48.020441185 +0000 UTC m=+29.912905494 scaleDownForbidden=false isDeleteInProgress=false scaleDownInCooldown=false
I0227 21:35:38.930524       1 static_autoscaler.go:516] Starting scale down
I0227 21:35:38.930567       1 scale_down.go:868] No candidates for scale down
I0227 21:35:45.310103       1 reflector.go:530] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:309: Watch close - *v1beta1.PodDisruptionBudget total 9 items received
W0227 21:35:45.314773       1 warnings.go:70] policy/v1beta1 PodDisruptionBudget is deprecated in v1.21+, unavailable in v1.25+; use policy/v1 PodDisruptionBudget
I0227 21:35:48.950209       1 static_autoscaler.go:229] Starting main loop
I0227 21:35:49.017089       1 auto_scaling_groups.go:351] Regenerating instance to ASG map for ASGs: [eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0 eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3]
I0227 21:35:49.115055       1 auto_scaling.go:199] 2 launch configurations already in cache
I0227 21:35:49.115158       1 aws_manager.go:269] Refreshed ASG list, next refresh after 2023-02-27 21:36:49.115153812 +0000 UTC m=+872311.007618136
